V1,V2,V3
-64.4043062200957,11.9832214765101,-1016.80999755859
-64.3875598086124,11.9832214765101,-1011.31500244141
-64.3708133971292,11.9832214765101,-1011.93499755859
-64.3540669856459,11.9832214765101,-995.994995117188
-64.3373205741627,11.9832214765101,-979.934997558594
-64.3205741626794,11.9832214765101,-900.494995117188
-64.3038277511962,11.9832214765101,-887.184997558594
-64.2870813397129,11.9832214765101,-528.744995117188
-64.2703349282297,11.9832214765101,-383.494995117188
-64.2535885167464,11.9832214765101,-485.434997558594
-64.2368421052632,11.9832214765101,-308.625
-64.2200956937799,11.9832214765101,-319.434997558594
-64.2033492822967,11.9832214765101,-344.315002441406
-64.1866028708134,11.9832214765101,-356.744995117188
-64.1698564593301,11.9832214765101,-291.565002441406
-64.1531100478469,11.9832214765101,-309.994995117188
-64.1363636363636,11.9832214765101,-248.684997558594
-64.1196172248804,11.9832214765101,-231.25
-64.1028708133971,11.9832214765101,-238.559997558594
-64.0861244019139,11.9832214765101,-243.619995117188
-64.0693779904306,11.9832214765101,-250.25
-64.0526315789474,11.9832214765101,-256
-64.0358851674641,11.9832214765101,-285.619995117188
-64.0191387559809,11.9832214765101,-275.690002441406
-64.0023923444976,11.9832214765101,-281.369995117188
-63.9856459330144,11.9832214765101,-320.809631347656
-63.9688995215311,11.9832214765101,-304.359649658203
-63.9521531100478,11.9832214765101,-285.839660644531
-63.9354066985646,11.9832214765101,-275.819641113281
-63.9186602870813,11.9832214765101,-272.419647216797
-63.9019138755981,11.9832214765101,-270.809631347656
-63.8851674641148,11.9832214765101,-265.259643554688
-63.8684210526316,11.9832214765101,-268.429656982422
-63.8516746411483,11.9832214765101,-293.004699707031
-63.8349282296651,11.9832214765101,-329.104705810547
-63.8181818181818,11.9832214765101,-361.384704589844
-63.8014354066986,11.9832214765101,-393.724700927734
-63.7846889952153,11.9832214765101,-429.414703369141
-63.7679425837321,11.9832214765101,-475.534698486328
-63.7511961722488,11.9832214765101,-545.604736328125
-63.7344497607655,11.9832214765101,-662.124694824219
-63.7177033492823,11.9832214765101,-847.035888671875
-63.700956937799,11.9832214765101,-996.685913085938
-63.6842105263158,11.9832214765101,-1092.755859375
-63.6674641148325,11.9832214765101,-1192.46594238281
-63.6507177033493,11.9832214765101,-1301.27587890625
-63.633971291866,11.9832214765101,-1413.99584960938
-63.6172248803828,11.9832214765101,-1532.24584960938
-63.6004784688995,11.9832214765101,-1643.73583984375
-63.5837320574163,11.9832214765101,-1728.14794921875
-63.566985645933,11.9832214765101,-1781.48791503906
-63.5502392344498,11.9832214765101,-1807.07788085938
-63.5334928229665,11.9832214765101,-1793.32788085938
-63.5167464114833,11.9832214765101,-1769.68786621094
-63.5,11.9832214765101,-1756.087890625
-67,11.9664429530201,-999.4375
-66.9832535885167,11.9664429530201,-726.9375
-66.9665071770335,11.9664429530201,-461.247497558594
-66.9497607655502,11.9664429530201,-263.247497558594
-66.933014354067,11.9664429530201,-153.557495117188
-66.9162679425837,11.9664429530201,-111.627502441406
-66.8995215311005,11.9664429530201,-92.1275024414062
-66.8827751196172,11.9664429530201,-67.807502746582
-66.866028708134,11.9664429530201,-67.1875
-66.8492822966507,11.9664429530201,-90.557502746582
-66.8325358851675,11.9664429530201,-98.4974975585938
-66.8157894736842,11.9664429530201,-79.9375
-66.799043062201,11.9664429530201,-31.1825008392334
-66.7822966507177,11.9664429530201,-12.8725004196167
-66.7655502392344,11.9664429530201,-11.6824998855591
-66.7488038277512,11.9664429530201,-22.0025005340576
-66.732057416268,11.9664429530201,-78.1224975585938
-66.7153110047847,11.9664429530201,-99.7525024414062
-66.6985645933014,11.9664429530201,-41.0525016784668
-66.6818181818182,11.9664429530201,-34.2724990844727
-66.6650717703349,11.9664429530201,-67.1999969482422
-66.6483253588517,11.9664429530201,7.23999977111816
-66.6315789473684,11.9664429530201,10.5900001525879
-66.6148325358852,11.9664429530201,-72.3099975585938
-66.5980861244019,11.9664429530201,-71.870002746582
-66.5813397129187,11.9664429530201,-5.86999988555908
-66.5645933014354,11.9664429530201,-19.1200008392334
-66.5478468899522,11.9664429530201,-104.690002441406
-66.5311004784689,11.9664429530201,-267.877502441406
-66.5143540669856,11.9664429530201,-485.9375
-66.4976076555024,11.9664429530201,-606.307495117188
-66.4808612440191,11.9664429530201,-818.377502441406
-66.4641148325359,11.9664429530201,-886.807495117188
-66.4473684210526,11.9664429530201,-969.997497558594
-66.4306220095694,11.9664429530201,-1067.6875
-66.4138755980861,11.9664429530201,-1197.12744140625
-66.3971291866029,11.9664429530201,-1328.93249511719
-66.3803827751196,11.9664429530201,-1442.43249511719
-66.3636363636364,11.9664429530201,-1513.50244140625
-66.3468899521531,11.9664429530201,-1564.00244140625
-66.3301435406699,11.9664429530201,-1588.93249511719
-66.3133971291866,11.9664429530201,-1592.93249511719
-66.2966507177033,11.9664429530201,-1584.87255859375
-66.2799043062201,11.9664429530201,-1577.12255859375
-66.2631578947368,11.9664429530201,-1566.43505859375
-66.2464114832536,11.9664429530201,-1542.31494140625
-66.2296650717703,11.9664429530201,-1511.93505859375
-66.2129186602871,11.9664429530201,-1485.18505859375
-66.1961722488038,11.9664429530201,-1471.81494140625
-66.1794258373206,11.9664429530201,-1434.68505859375
-66.1626794258373,11.9664429530201,-1319.24499511719
-66.1459330143541,11.9664429530201,-1132.375
-66.1291866028708,11.9664429530201,-934.934997558594
-66.1124401913876,11.9664429530201,-686.815002441406
-66.0956937799043,11.9664429530201,-408.744995117188
-66.078947368421,11.9664429530201,-195.875
-66.0622009569378,11.9664429530201,-76.1849975585938
-66.0454545454545,11.9664429530201,-39.875
-66.0287081339713,11.9664429530201,-146.375
-66.011961722488,11.9664429530201,-652.244995117188
-65.9952153110048,11.9664429530201,-815.622497558594
-65.9784688995215,11.9664429530201,-1037.75244140625
-65.9617224880383,11.9664429530201,-1118.93249511719
-65.944976076555,11.9664429530201,-1105.62255859375
-65.9282296650718,11.9664429530201,-1122.68249511719
-65.9114832535885,11.9664429530201,-1159.43249511719
-65.8947368421053,11.9664429530201,-1228.87255859375
-65.877990430622,11.9664429530201,-1324.43249511719
-65.8612440191388,11.9664429530201,-1441.625
-65.8444976076555,11.9664429530201,-1547.99499511719
-65.8277511961722,11.9664429530201,-1667.18505859375
-65.811004784689,11.9664429530201,-1807.875
-65.7942583732057,11.9664429530201,-1906.31494140625
-65.7775119617225,11.9664429530201,-2023.68505859375
-65.7607655502392,11.9664429530201,-2169.18505859375
-65.744019138756,11.9664429530201,-2324.2451171875
-65.7272727272727,11.9664429530201,-2453.4326171875
-65.7105263157895,11.9664429530201,-2606.6826171875
-65.6937799043062,11.9664429530201,-2711.8125
-65.677033492823,11.9664429530201,-2846.50244140625
-65.6602870813397,11.9664429530201,-3028.8125
-65.6435406698565,11.9664429530201,-3268.6826171875
-65.6267942583732,11.9664429530201,-3685.87255859375
-65.61004784689,11.9664429530201,-3704.12255859375
-65.5933014354067,11.9664429530201,-3957.5625
-65.5765550239234,11.9664429530201,-3954.4326171875
-65.5598086124402,11.9664429530201,-3903.87255859375
-65.5430622009569,11.9664429530201,-3722.4326171875
-65.5263157894737,11.9664429530201,-3638.6826171875
-65.5095693779904,11.9664429530201,-3634.8125
-65.4928229665072,11.9664429530201,-3680.62255859375
-65.4760765550239,11.9664429530201,-3814.62255859375
-65.4593301435407,11.9664429530201,-3932.9375
-65.4425837320574,11.9664429530201,-3982.24755859375
-65.4258373205742,11.9664429530201,-4007.9375
-65.4090909090909,11.9664429530201,-4016.4375
-65.3923444976077,11.9664429530201,-4012.62744140625
-65.3755980861244,11.9664429530201,-4002.99755859375
-65.3588516746411,11.9664429530201,-3986.6875
-65.3421052631579,11.9664429530201,-3988.99755859375
-65.3253588516746,11.9664429530201,-4008.25
-65.3086124401914,11.9664429530201,-4016.93994140625
-65.2918660287081,11.9664429530201,-4022.1201171875
-65.2751196172249,11.9664429530201,-4010.5
-65.2583732057416,11.9664429530201,-3972.81005859375
-65.2416267942584,11.9664429530201,-3899.93994140625
-65.2248803827751,11.9664429530201,-3804.6201171875
-65.2081339712919,11.9664429530201,-3653.25
-65.1913875598086,11.9664429530201,-3452.0576171875
-65.1746411483254,11.9664429530201,-3276.1875
-65.1578947368421,11.9664429530201,-3089.0576171875
-65.1411483253589,11.9664429530201,-2899.24755859375
-65.1244019138756,11.9664429530201,-2783.3076171875
-65.1076555023923,11.9664429530201,-2562.12744140625
-65.0909090909091,11.9664429530201,-2328.6875
-65.0741626794258,11.9664429530201,-2235.62744140625
-65.0574162679426,11.9664429530201,-2241.1875
-65.0406698564593,11.9664429530201,-2298.9375
-65.0239234449761,11.9664429530201,-2287.9375
-65.0071770334928,11.9664429530201,-2218.49755859375
-64.9904306220096,11.9664429530201,-2151.8076171875
-64.9736842105263,11.9664429530201,-2146.8076171875
-64.9569377990431,11.9664429530201,-2136.49755859375
-64.9401913875598,11.9664429530201,-2127.37744140625
-64.9234449760766,11.9664429530201,-2116.81005859375
-64.9066985645933,11.9664429530201,-2090.43994140625
-64.88995215311,11.9664429530201,-2042.11999511719
-64.8732057416268,11.9664429530201,-2005
-64.8564593301435,11.9664429530201,-2007.93994140625
-64.8397129186603,11.9664429530201,-2058.5
-64.822966507177,11.9664429530201,-2157.6201171875
-64.8062200956938,11.9664429530201,-2334.25
-64.7894736842105,11.9664429530201,-2551.37744140625
-64.7727272727273,11.9664429530201,-2627.62744140625
-64.755980861244,11.9664429530201,-2561.5576171875
-64.7392344497608,11.9664429530201,-2289.74755859375
-64.7224880382775,11.9664429530201,-2261.49755859375
-64.7057416267943,11.9664429530201,-2076.8076171875
-64.688995215311,11.9664429530201,-2147.87744140625
-64.6722488038278,11.9664429530201,-2079.12744140625
-64.6555023923445,11.9664429530201,-1884.5
-64.6387559808612,11.9664429530201,-1687.18994140625
-64.622009569378,11.9664429530201,-1490.56005859375
-64.6052631578947,11.9664429530201,-1336.36999511719
-64.5885167464115,11.9664429530201,-1196.56005859375
-64.5717703349282,11.9664429530201,-1147.36999511719
-64.555023923445,11.9664429530201,-1327.93994140625
-64.5382775119617,11.9664429530201,-1328.31005859375
-64.5215311004785,11.9664429530201,-1122.75
-64.5047846889952,11.9664429530201,-987.809997558594
-64.488038277512,11.9664429530201,-985.5
-64.4712918660287,11.9664429530201,-1027.31005859375
-64.4545454545455,11.9664429530201,-1021
-64.4377990430622,11.9664429530201,-1012.80999755859
-64.421052631579,11.9664429530201,-1008.86999511719
-64.4043062200957,11.9664429530201,-1001.86999511719
-64.3875598086124,11.9664429530201,-987.184997558594
-64.3708133971292,11.9664429530201,-966.375
-64.3540669856459,11.9664429530201,-938.434997558594
-64.3373205741627,11.9664429530201,-909.815002441406
-64.3205741626794,11.9664429530201,-843.815002441406
-64.3038277511962,11.9664429530201,-785.125
-64.2870813397129,11.9664429530201,-433.934997558594
-64.2703349282297,11.9664429530201,-271.684997558594
-64.2535885167464,11.9664429530201,-261.815002441406
-64.2368421052632,11.9664429530201,-215.744995117188
-64.2200956937799,11.9664429530201,-238.125
-64.2033492822967,11.9664429530201,-267.875
-64.1866028708134,11.9664429530201,-297.875
-64.1698564593301,11.9664429530201,-273.744995117188
-64.1531100478469,11.9664429530201,-226.744995117188
-64.1363636363636,11.9664429530201,-222.434997558594
-64.1196172248804,11.9664429530201,-224.119995117188
-64.1028708133971,11.9664429530201,-229.869995117188
-64.0861244019139,11.9664429530201,-235.059997558594
-64.0693779904306,11.9664429530201,-244.190002441406
-64.0526315789474,11.9664429530201,-253.809997558594
-64.0358851674641,11.9664429530201,-264.75
-64.0191387559809,11.9664429530201,-278.809997558594
-64.0023923444976,11.9664429530201,-288.309997558594
-63.9856459330144,11.9664429530201,-296.559631347656
-63.9688995215311,11.9664429530201,-307.919647216797
-63.9521531100478,11.9664429530201,-275.769653320312
-63.9354066985646,11.9664429530201,-275.019653320312
-63.9186602870813,11.9664429530201,-277.609649658203
-63.9019138755981,11.9664429530201,-274.969635009766
-63.8851674641148,11.9664429530201,-266.399658203125
-63.8684210526316,11.9664429530201,-264.029632568359
-63.8516746411483,11.9664429530201,-284.654693603516
-63.8349282296651,11.9664429530201,-321.904693603516
-63.8181818181818,11.9664429530201,-361.624694824219
